Payment type,Payment sub type,Count,Amount,Tips,Grat,Tax amount,Refunds,Tip refunds,Legacy tips,Total,Tips/Grat %
Cash,,108,2352.94,0.0,16.54,179.17,0.0,0.0,0.00,2369.48,0.8
Credit/debit,,356,9160.93,846.49,112.13,697.41,0.0,0.0,846.49,10119.55,11.3
Credit/debit,AMEX,8,200.82,24.0,0.0,15.31,0.0,0.0,24.00,224.82,12.9
Credit/debit,DISCOVER,5,162.68,23.21,0.0,12.37,0.0,0.0,23.21,185.89,15.4
Credit/debit,MASTERCARD,137,3596.74,283.65,64.36,273.81,0.0,0.0,283.65,3944.75,10.5
Credit/debit,VISA,206,5200.69,515.63,47.77,395.92,0.0,0.0,515.63,5764.09,11.7
Gift Card,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Other,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.00,
Total,,464,11513.87,846.49,128.67,876.58,0.0,0.0,846.49,12489.03,9.2
